Time,State,Name,,,
2019/10/11 6:14,0,2_12_90_128_523,2019/10/11 6:14,0,0
2019/10/11 6:15,0,2_10_78_104_354,2019/10/11 6:15,0,0
2019/10/11 6:16,0,2_10_78_104_354,2019/10/11 6:16,0,0
2019/10/11 6:17,0,2_10_78_104_354,2019/10/11 6:17,0,0
2019/10/11 6:18,0,2_10_78_104_354,2019/10/11 6:18,0,0
2019/10/11 6:19,0,2_10_78_100_171,2019/10/11 6:19,0,0
2019/10/11 6:20,0,2_10_78_100_171,2019/10/11 6:20,0,0
2019/10/11 6:21,0,2_10_78_100_171,2019/10/11 6:21,0,0
2019/10/11 6:22,0,2_10_78_100_171,2019/10/11 6:22,0,0
2019/10/11 6:23,0,2_10_78_100_171,2019/10/11 6:23,0,0
2019/10/11 6:24,0,2_10_78_100_171,2019/10/11 6:24,0,0
2019/10/11 6:25,0,2_10_78_100_171,2019/10/11 6:25,0,0
2019/10/11 6:26,0,2_10_78_100_171,2019/10/11 6:26,0,0
2019/10/11 6:27,0,2_10_78_100_171,2019/10/11 6:27,0,0
2019/10/11 6:28,0,2_10_78_100_171,2019/10/11 6:28,0,0
2019/10/11 6:29,0,2_10_78_100_171,2019/10/11 6:29,0,0
2019/10/11 6:30,0,2_10_76_100_161,2019/10/11 6:30,0,0
2019/10/11 6:31,0,2_10_76_100_161,2019/10/11 6:31,0,0
2019/10/11 6:32,0,2_10_76_100_161,2019/10/11 6:32,0,0
2019/10/11 6:33,0,2_10_76_100_161,2019/10/11 6:33,0,0
2019/10/11 6:34,0,2_10_76_100_161,2019/10/11 6:34,0,0
2019/10/11 6:35,0,2_10_76_100_161,2019/10/11 6:35,0,0
2019/10/11 6:36,0,2_10_76_100_161,2019/10/11 6:36,0,0
2019/10/11 6:37,0,2_10_76_100_161,2019/10/11 6:37,0,0
2019/10/11 6:38,0,2_10_76_100_161,2019/10/11 6:38,0,0
2019/10/11 6:39,0,2_10_76_100_161,2019/10/11 6:39,0,0
2019/10/11 6:40,0,2_10_76_100_161,2019/10/11 6:40,0,0
2019/10/11 6:41,0,2_10_76_100_161,2019/10/11 6:41,0,0
2019/10/11 6:42,0,2_10_76_100_161,2019/10/11 6:42,0,0
2019/10/11 6:43,0,2_10_76_100_161,2019/10/11 6:43,0,0
2019/10/11 6:44,0,2_10_76_100_161,2019/10/11 6:44,0,0
2019/10/11 6:45,0,2_10_76_100_161,2019/10/11 6:45,0,0
2019/10/11 6:46,0,2_10_76_100_161,2019/10/11 6:46,0,0
2019/10/11 6:47,0,2_10_76_100_161,2019/10/11 6:47,0,0
2019/10/11 6:48,0,2_10_76_100_161,2019/10/11 6:48,0,0
2019/10/11 6:49,0,2_10_76_100_161,2019/10/11 6:49,0,0
2019/10/11 6:50,0,2_12_88_126_591,2019/10/11 6:50,0,0
2019/10/11 6:51,0,2_12_88_126_591,2019/10/11 6:51,0,0
2019/10/11 6:52,0,2_12_88_126_591,2019/10/11 6:52,0,0
2019/10/11 6:53,0,2_12_88_126_591,2019/10/11 6:53,0,0
2019/10/11 6:54,0,2_12_88_126_591,2019/10/11 6:54,0,0
2019/10/11 6:55,0,2_12_88_126_591,2019/10/11 6:55,0,0
2019/10/11 6:56,0,2_12_88_126_591,2019/10/11 6:56,0,0
2019/10/11 6:57,0,2_12_88_126_591,2019/10/11 6:57,0,0
2019/10/11 6:58,0,2_12_88_126_591,2019/10/11 6:58,0,0
2019/10/11 6:59,0,2_12_88_126_591,2019/10/11 6:59,0,0
2019/10/11 7:00,0,2_10_76_100_171,2019/10/11 7:00,0,0
2019/10/11 7:01,0,2_10_76_100_171,2019/10/11 7:01,0,0
2019/10/11 7:02,0,2_10_76_100_171,2019/10/11 7:02,0,0
2019/10/11 7:03,0,2_10_76_100_171,2019/10/11 7:03,0,0
2019/10/11 7:04,0,2_10_76_100_171,2019/10/11 7:04,0,0
2019/10/11 7:05,0,2_12_88_126_591,2019/10/11 7:05,0,0
2019/10/11 7:06,0,2_12_88_126_591,2019/10/11 7:06,0,0
2019/10/11 7:07,0,2_12_88_126_591,2019/10/11 7:07,0,0
2019/10/11 7:08,0,2_12_88_126_591,2019/10/11 7:08,0,0
2019/10/11 7:09,0,2_12_88_126_591,2019/10/11 7:09,0,0
2019/10/11 7:10,2,2_12_88_126_584,2019/10/11 7:10,2,2
2019/10/11 7:11,2,2_12_88_126_584,2019/10/11 7:11,2,2
2019/10/11 7:12,2,2_12_88_126_584,2019/10/11 7:12,2,2
2019/10/11 7:13,2,2_12_88_126_584,2019/10/11 7:13,2,2
2019/10/11 7:14,2,2_12_88_126_584,2019/10/11 7:14,2,2
2019/10/11 7:15,0,2_12_88_128_523,2019/10/11 7:15,0,0
2019/10/11 7:16,0,2_12_88_128_523,2019/10/11 7:16,0,0
2019/10/11 7:17,0,2_12_88_128_523,2019/10/11 7:17,0,0
2019/10/11 7:18,0,2_12_88_128_523,2019/10/11 7:18,0,0
2019/10/11 7:19,0,2_12_88_126_523,2019/10/11 7:19,0,0
2019/10/11 7:20,0,2_10_76_100_171,2019/10/11 7:20,0,0
2019/10/11 7:21,0,2_10_76_100_171,2019/10/11 7:21,0,0
2019/10/11 7:22,0,2_10_76_100_171,2019/10/11 7:22,0,0
2019/10/11 7:23,0,2_10_76_100_171,2019/10/11 7:23,0,0
2019/10/11 7:24,0,2_10_76_100_171,2019/10/11 7:24,0,0
2019/10/11 7:25,0,2_10_76_100_171,2019/10/11 7:25,0,0
2019/10/11 7:26,0,2_10_76_100_171,2019/10/11 7:26,0,0
2019/10/11 7:27,0,2_10_76_100_171,2019/10/11 7:27,0,0
2019/10/11 7:28,0,2_10_76_100_171,2019/10/11 7:28,0,0
2019/10/11 7:29,0,2_10_76_100_171,2019/10/11 7:29,0,0
2019/10/11 7:30,0,2_10_76_100_161,2019/10/11 7:30,0,0
2019/10/11 7:31,0,2_10_76_100_161,2019/10/11 7:31,0,0
2019/10/11 7:32,0,2_10_76_100_161,2019/10/11 7:32,0,0
2019/10/11 7:33,0,2_10_76_100_161,2019/10/11 7:33,0,0
2019/10/11 7:34,0,2_10_76_100_161,2019/10/11 7:34,0,0
2019/10/11 7:35,0,2_10_76_100_171,2019/10/11 7:35,0,0
2019/10/11 7:36,0,2_10_76_100_171,2019/10/11 7:36,0,0
2019/10/11 7:37,0,2_10_76_100_171,2019/10/11 7:37,0,0
2019/10/11 7:38,0,2_10_76_100_171,2019/10/11 7:38,0,0
2019/10/11 7:39,0,2_10_76_100_171,2019/10/11 7:39,0,0
2019/10/11 7:40,0,2_12_88_126_591,2019/10/11 7:40,0,0
2019/10/11 7:41,0,2_12_88_126_591,2019/10/11 7:41,0,0
2019/10/11 7:42,0,2_12_88_126_591,2019/10/11 7:42,0,0
2019/10/11 7:43,0,2_12_88_126_591,2019/10/11 7:43,0,0
2019/10/11 7:44,0,2_12_88_126_591,2019/10/11 7:44,0,0
2019/10/11 7:45,0,2_10_76_100_171,2019/10/11 7:45,0,0
2019/10/11 7:46,0,2_10_76_100_171,2019/10/11 7:46,0,0
2019/10/11 7:47,0,2_10_76_100_171,2019/10/11 7:47,0,0
2019/10/11 7:48,0,2_10_76_100_171,2019/10/11 7:48,0,0
2019/10/11 7:49,0,2_10_76_100_171,2019/10/11 7:49,0,0
2019/10/11 7:50,2,2_12_88_126_584,2019/10/11 7:50,2,2
2019/10/11 7:51,2,2_12_88_126_584,2019/10/11 7:51,2,2
2019/10/11 7:52,2,2_12_88_126_584,2019/10/11 7:52,2,2
2019/10/11 7:53,2,2_12_88_126_584,2019/10/11 7:53,2,2
2019/10/11 7:54,2,2_12_88_126_584,2019/10/11 7:54,2,2
2019/10/11 7:55,0,2_10_76_100_171,2019/10/11 7:55,0,0
2019/10/11 7:56,0,2_10_76_100_171,2019/10/11 7:56,0,0
2019/10/11 7:57,0,2_10_76_100_171,2019/10/11 7:57,0,0
2019/10/11 7:58,0,2_10_76_100_171,2019/10/11 7:58,0,0
2019/10/11 7:59,0,2_10_76_100_171,2019/10/11 7:59,0,0
2019/10/11 8:00,0,2_12_88_128_523,2019/10/11 8:00,0,0
2019/10/11 8:01,0,2_12_88_128_523,2019/10/11 8:01,0,0
2019/10/11 8:02,0,2_12_88_128_523,2019/10/11 8:02,0,0
2019/10/11 8:03,0,2_12_88_128_523,2019/10/11 8:03,0,0
2019/10/11 8:04,0,2_12_88_128_523,2019/10/11 8:04,0,0
2019/10/11 8:05,0,2_10_76_104_354,2019/10/11 8:05,0,0
2019/10/11 8:06,0,2_10_76_104_354,2019/10/11 8:06,0,0
2019/10/11 8:07,0,2_10_76_104_354,2019/10/11 8:07,0,0
2019/10/11 8:08,0,2_10_76_104_354,2019/10/11 8:08,0,0
2019/10/11 8:09,0,2_10_76_104_354,2019/10/11 8:09,0,0
2019/10/11 8:10,0,2_10_76_104_354,2019/10/11 8:10,0,0
2019/10/11 8:11,0,2_10_76_104_354,2019/10/11 8:11,0,0
2019/10/11 8:12,0,2_10_76_104_354,2019/10/11 8:12,0,0
2019/10/11 8:13,0,2_10_76_104_354,2019/10/11 8:13,0,0
2019/10/11 8:14,0,2_10_76_104_354,2019/10/11 8:14,0,0
2019/10/11 8:15,0,2_10_76_100_171,2019/10/11 8:15,0,0
2019/10/11 8:16,0,2_10_76_100_171,2019/10/11 8:16,0,0
2019/10/11 8:17,0,2_10_76_100_171,2019/10/11 8:17,0,0
2019/10/11 8:18,0,2_10_76_100_171,2019/10/11 8:18,0,0
2019/10/11 8:19,0,2_10_76_100_171,2019/10/11 8:19,0,0
2019/10/11 8:20,0,2_10_76_100_171,2019/10/11 8:20,0,0
2019/10/11 8:21,1,2_4_33,2019/10/11 8:21,0,1
2019/10/11 8:22,0,2_10_76_100_171,2019/10/11 8:22,0,0
2019/10/11 8:23,0,2_10_76_100_171,2019/10/11 8:23,0,0
2019/10/11 8:24,0,2_10_76_100_171,2019/10/11 8:24,0,0
2019/10/11 8:25,0,2_10_76_100_171,2019/10/11 8:25,0,0
2019/10/11 8:26,0,2_10_76_100_171,2019/10/11 8:26,0,0
2019/10/11 8:27,0,2_10_76_100_171,2019/10/11 8:27,0,0
2019/10/11 8:28,0,2_10_76_100_171,2019/10/11 8:28,0,0
2019/10/11 8:29,0,2_10_76_100_171,2019/10/11 8:29,0,0
2019/10/11 8:30,0,2_10_76_100_161,2019/10/11 8:30,0,0
2019/10/11 8:31,0,2_10_76_100_161,2019/10/11 8:31,0,0
2019/10/11 8:32,0,2_10_76_100_161,2019/10/11 8:32,0,0
2019/10/11 8:33,0,2_10_76_100_161,2019/10/11 8:33,0,0
2019/10/11 8:34,0,2_10_76_100_161,2019/10/11 8:34,0,0
2019/10/11 8:35,0,2_10_76_100_171,2019/10/11 8:35,0,0
2019/10/11 8:36,0,2_10_76_100_171,2019/10/11 8:36,0,0
2019/10/11 8:37,0,2_10_76_100_171,2019/10/11 8:37,0,0
2019/10/11 8:38,0,2_10_76_100_171,2019/10/11 8:38,0,0
2019/10/11 8:39,0,2_10_76_100_171,2019/10/11 8:39,0,0
2019/10/11 8:40,0,2_10_76_100_171,2019/10/11 8:40,0,0
2019/10/11 8:41,0,2_10_76_100_171,2019/10/11 8:41,0,0
2019/10/11 8:42,0,2_10_76_100_171,2019/10/11 8:42,0,0
2019/10/11 8:43,0,2_10_76_100_171,2019/10/11 8:43,0,0
2019/10/11 8:44,0,2_10_76_100_171,2019/10/11 8:44,0,0
2019/10/11 8:45,0,2_10_76_100_171,2019/10/11 8:45,0,0
2019/10/11 8:46,0,2_10_76_100_171,2019/10/11 8:46,0,0
2019/10/11 8:47,0,2_10_76_100_171,2019/10/11 8:47,0,0
2019/10/11 8:48,0,2_10_76_100_171,2019/10/11 8:48,0,0
2019/10/11 8:49,0,2_10_76_100_171,2019/10/11 8:49,0,0
2019/10/11 8:50,0,2_10_76_100_171,2019/10/11 8:50,0,0
2019/10/11 8:51,0,2_10_76_100_171,2019/10/11 8:51,0,0
2019/10/11 8:52,0,2_10_76_100_171,2019/10/11 8:52,0,0
2019/10/11 8:53,0,2_10_76_100_171,2019/10/11 8:53,0,0
2019/10/11 8:54,0,2_10_76_100_171,2019/10/11 8:54,0,0
2019/10/11 8:55,0,2_12_88_126_591,2019/10/11 8:55,0,0
2019/10/11 8:56,0,2_12_88_126_591,2019/10/11 8:56,0,0
2019/10/11 8:57,0,2_12_88_126_591,2019/10/11 8:57,0,0
2019/10/11 8:58,0,2_12_88_126_591,2019/10/11 8:58,0,0
2019/10/11 8:59,0,2_12_88_126_591,2019/10/11 8:59,0,0
2019/10/11 9:00,0,2_10_76_100_171,2019/10/11 9:00,0,0
2019/10/11 9:01,0,2_10_76_100_171,2019/10/11 9:01,0,0
2019/10/11 9:02,0,2_10_76_100_171,2019/10/11 9:02,0,0
2019/10/11 9:03,0,2_10_76_100_171,2019/10/11 9:03,0,0
2019/10/11 9:04,0,2_10_76_100_171,2019/10/11 9:04,0,0
2019/10/11 9:05,0,2_10_76_100_171,2019/10/11 9:05,0,0
2019/10/11 9:06,0,2_10_76_100_171,2019/10/11 9:06,0,0
2019/10/11 9:07,0,2_10_76_100_171,2019/10/11 9:07,0,0
2019/10/11 9:08,0,2_10_76_100_171,2019/10/11 9:08,0,0
2019/10/11 9:09,0,2_10_76_100_171,2019/10/11 9:09,0,0
2019/10/11 9:10,0,2_10_76_100_171,2019/10/11 9:10,0,0
2019/10/11 9:11,0,2_10_76_100_171,2019/10/11 9:11,0,0
2019/10/11 9:12,0,2_10_76_100_171,2019/10/11 9:12,0,0
2019/10/11 9:13,0,2_10_76_100_171,2019/10/11 9:13,0,0
2019/10/11 9:14,0,2_10_76_100_171,2019/10/11 9:14,0,0
2019/10/11 9:15,0,2_12_88_126_591,2019/10/11 9:15,0,0
2019/10/11 9:16,0,2_12_88_126_591,2019/10/11 9:16,0,0
2019/10/11 9:17,0,2_12_88_126_591,2019/10/11 9:17,0,0
2019/10/11 9:18,0,2_12_88_126_591,2019/10/11 9:18,0,0
2019/10/11 9:19,0,2_12_88_126_591,2019/10/11 9:19,0,0
2019/10/11 9:20,0,2_12_88_126_591,2019/10/11 9:20,0,0
2019/10/11 9:21,0,2_12_88_126_591,2019/10/11 9:21,0,0
2019/10/11 9:22,0,2_12_88_126_591,2019/10/11 9:22,0,0
2019/10/11 9:23,0,2_12_88_126_591,2019/10/11 9:23,0,0
2019/10/11 9:24,0,2_12_88_126_591,2019/10/11 9:24,0,0
2019/10/11 9:25,2,2_12_88_126_584,2019/10/11 9:25,2,2
2019/10/11 9:26,2,2_12_88_126_584,2019/10/11 9:26,2,2
2019/10/11 9:27,2,2_12_88_126_584,2019/10/11 9:27,2,2
2019/10/11 9:28,2,2_12_88_126_584,2019/10/11 9:28,2,2
2019/10/11 9:29,2,2_12_88_126_584,2019/10/11 9:29,2,2
2019/10/11 9:30,2,2_12_88_128_514,2019/10/11 9:30,2,2
2019/10/11 9:31,2,2_12_88_128_514,2019/10/11 9:31,2,2
2019/10/11 9:32,2,2_12_88_128_514,2019/10/11 9:32,2,2
2019/10/11 9:33,2,2_12_88_128_514,2019/10/11 9:33,2,2
2019/10/11 9:34,2,2_12_88_128_514,2019/10/11 9:34,2,2
2019/10/11 9:35,2,2_12_88_128_514,2019/10/11 9:35,2,2
2019/10/11 9:36,2,2_12_88_128_514,2019/10/11 9:36,2,2
2019/10/11 9:37,2,2_12_88_128_514,2019/10/11 9:37,2,2
2019/10/11 9:38,2,2_12_88_128_514,2019/10/11 9:38,2,2
2019/10/11 9:39,2,2_12_88_128_514,2019/10/11 9:39,2,2
2019/10/11 9:40,2,2_12_88_128_514,2019/10/11 9:40,2,2
2019/10/11 9:41,2,2_12_88_128_514,2019/10/11 9:41,2,2
2019/10/11 9:42,2,2_12_88_128_514,2019/10/11 9:42,2,2
2019/10/11 9:43,2,2_12_88_128_514,2019/10/11 9:43,2,2
2019/10/11 9:44,2,2_12_88_128_514,2019/10/11 9:44,2,2
2019/10/11 9:45,0,2_10_76_104_256,2019/10/11 9:45,0,0
2019/10/11 9:46,0,2_10_76_104_256,2019/10/11 9:46,0,0
2019/10/11 9:47,0,2_10_76_104_256,2019/10/11 9:47,0,0
2019/10/11 9:48,0,2_10_76_104_256,2019/10/11 9:48,0,0
2019/10/11 9:49,0,2_10_76_104_256,2019/10/11 9:49,0,0
2019/10/11 9:50,0,2_12_88_128_591,2019/10/11 9:50,0,0
2019/10/11 9:51,0,2_12_88_128_591,2019/10/11 9:51,0,0
2019/10/11 9:52,0,2_12_88_128_591,2019/10/11 9:52,0,0
2019/10/11 9:53,0,2_12_88_128_591,2019/10/11 9:53,0,0
2019/10/11 9:54,0,2_12_88_128_591,2019/10/11 9:54,0,0
2019/10/11 9:55,0,2_12_88_128_591,2019/10/11 9:55,0,0
2019/10/11 9:56,0,2_12_88_128_591,2019/10/11 9:56,0,0
2019/10/11 9:57,0,2_12_88_128_591,2019/10/11 9:57,0,0
2019/10/11 9:58,0,2_12_88_128_591,2019/10/11 9:58,0,0
2019/10/11 9:59,0,2_12_88_126_591,2019/10/11 9:59,0,0
2019/10/11 10:00,0,2_10_76_100_161,2019/10/11 10:00,0,0
2019/10/11 10:01,0,2_10_76_100_161,2019/10/11 10:01,0,0
2019/10/11 10:02,0,2_10_76_100_161,2019/10/11 10:02,0,0
2019/10/11 10:03,0,2_10_76_100_161,2019/10/11 10:03,0,0
2019/10/11 10:04,0,2_10_76_100_161,2019/10/11 10:04,0,0
2019/10/11 10:05,0,2_10_76_100_171,2019/10/11 10:05,0,0
2019/10/11 10:06,0,2_10_76_100_171,2019/10/11 10:06,0,0
2019/10/11 10:07,0,2_10_76_100_171,2019/10/11 10:07,0,0
2019/10/11 10:08,0,2_10_76_100_171,2019/10/11 10:08,0,0
2019/10/11 10:09,0,2_10_76_100_171,2019/10/11 10:09,0,0
2019/10/11 10:10,0,2_10_76_100_171,2019/10/11 10:10,0,0
2019/10/11 10:11,0,2_10_76_100_171,2019/10/11 10:11,0,0
2019/10/11 10:12,0,2_10_76_100_171,2019/10/11 10:12,0,0
2019/10/11 10:13,0,2_10_76_100_171,2019/10/11 10:13,0,0
2019/10/11 10:14,0,2_10_76_100_171,2019/10/11 10:14,0,0
2019/10/11 10:15,2,2_25_88_128_489,2019/10/11 10:15,2,2
2019/10/11 10:16,2,2_25_88_128_489,2019/10/11 10:16,2,2
2019/10/11 10:17,2,2_16_76_104_320,2019/10/11 10:17,2,2
2019/10/11 10:18,0,2_23,2019/10/11 10:18,0,0
2019/10/11 10:19,2,2_16_76_104_320,2019/10/11 10:19,2,2
2019/10/11 10:20,0,2_16_76_104_326,2019/10/11 10:20,0,0
2019/10/11 10:21,0,2_18,2019/10/11 10:21,0,0
2019/10/11 10:22,0,2_25_88_128_495,2019/10/11 10:22,0,0
2019/10/11 10:23,0,2_23,2019/10/11 10:23,0,0
2019/10/11 10:24,0,2_16_76_100_199,2019/10/11 10:24,0,0
2019/10/11 10:25,0,2_16_76_100_199,2019/10/11 10:25,0,0
2019/10/11 10:26,0,2_16_76_100_199,2019/10/11 10:26,0,0
2019/10/11 10:27,0,2_16_76_100_199,2019/10/11 10:27,0,0
2019/10/11 10:28,0,2_16_76_100_199,2019/10/11 10:28,0,0
2019/10/11 10:29,0,2_25_88_126_495,2019/10/11 10:29,0,0
2019/10/11 10:30,0,2_25_88_126_495,2019/10/11 10:30,0,0
2019/10/11 10:31,0,2_16_76_100_199,2019/10/11 10:31,0,0
2019/10/11 10:32,0,2_25_88_126_495,2019/10/11 10:32,0,0
2019/10/11 10:33,0,2_16_76_100_199,2019/10/11 10:33,0,0
2019/10/11 10:34,0,2_18,2019/10/11 10:34,0,0
2019/10/11 10:35,0,2_25_88_128_495,2019/10/11 10:35,0,0
2019/10/11 10:36,0,2_25_88_128_495,2019/10/11 10:36,0,0
2019/10/11 10:37,0,2_25_88_128_495,2019/10/11 10:37,0,0
2019/10/11 10:38,0,2_25_88_128_495,2019/10/11 10:38,0,0
2019/10/11 10:39,0,2_25_88_128_495,2019/10/11 10:39,0,0
2019/10/11 10:40,0,2_25_88_128_491,2019/10/11 10:40,0,0
2019/10/11 10:41,0,2_23,2019/10/11 10:41,0,0
2019/10/11 10:42,0,2_25_88_128_491,2019/10/11 10:42,0,0
2019/10/11 10:43,0,2_25_88_128_491,2019/10/11 10:43,0,0
2019/10/11 10:44,0,2_25_88_128_491,2019/10/11 10:44,0,0
2019/10/11 10:45,0,2_12_88_128_495,2019/10/11 10:45,0,0
2019/10/11 10:46,0,2_12_88_128_495,2019/10/11 10:46,0,0
2019/10/11 10:47,0,2_12_88_128_495,2019/10/11 10:47,0,0
2019/10/11 10:48,0,2_12_88_128_495,2019/10/11 10:48,0,0
2019/10/11 10:49,0,2_12_88_128_495,2019/10/11 10:49,0,0
2019/10/11 10:50,0,2_12_88_128_495,2019/10/11 10:50,0,0
2019/10/11 10:51,0,2_12_88_128_495,2019/10/11 10:51,0,0
2019/10/11 10:52,0,2_12_88_128_495,2019/10/11 10:52,0,0
2019/10/11 10:53,0,2_12_88_128_495,2019/10/11 10:53,0,0
2019/10/11 10:54,0,2_12_88_128_495,2019/10/11 10:54,0,0
2019/10/11 10:55,0,2_12_88_128_495,2019/10/11 10:55,0,0
2019/10/11 10:56,0,2_12_88_128_495,2019/10/11 10:56,0,0
2019/10/11 10:57,0,2_12_88_128_495,2019/10/11 10:57,0,0
2019/10/11 10:58,0,2_12_88_128_495,2019/10/11 10:58,0,0
2019/10/11 10:59,0,2_12_88_128_495,2019/10/11 10:59,0,0
2019/10/11 11:00,2,2_12_90_128_486,2019/10/11 11:00,2,2
2019/10/11 11:01,2,2_12_90_128_486,2019/10/11 11:01,2,2
2019/10/11 11:02,2,2_12_90_128_486,2019/10/11 11:02,2,2
2019/10/11 11:03,2,2_12_90_128_486,2019/10/11 11:03,2,2
2019/10/11 11:04,2,2_12_90_128_486,2019/10/11 11:04,2,2
2019/10/11 11:05,2,2_12_90_128_486,2019/10/11 11:05,2,2
2019/10/11 11:06,2,2_12_90_128_486,2019/10/11 11:06,2,2
2019/10/11 11:07,2,2_12_90_128_486,2019/10/11 11:07,2,2
2019/10/11 11:08,2,2_12_90_128_486,2019/10/11 11:08,2,2
2019/10/11 11:09,2,2_12_90_128_486,2019/10/11 11:09,2,2
2019/10/11 11:10,2,2_12_90_128_486,2019/10/11 11:10,2,2
2019/10/11 11:11,2,2_12_90_128_486,2019/10/11 11:11,2,2
2019/10/11 11:12,2,2_12_90_128_486,2019/10/11 11:12,2,2
2019/10/11 11:13,2,2_12_90_128_486,2019/10/11 11:13,2,2
2019/10/11 11:14,2,2_12_90_128_486,2019/10/11 11:14,2,2
2019/10/11 11:15,0,2_12_90_128_495,2019/10/11 11:15,0,0
2019/10/11 11:16,0,2_12_90_128_495,2019/10/11 11:16,0,0
2019/10/11 11:17,0,2_12_90_128_495,2019/10/11 11:17,0,0
2019/10/11 11:18,0,2_12_90_128_495,2019/10/11 11:18,0,0
2019/10/11 11:19,0,2_12_90_128_495,2019/10/11 11:19,0,0
2019/10/11 11:20,0,2_10_78_104_326,2019/10/11 11:20,0,0
2019/10/11 11:21,0,2_10_78_104_326,2019/10/11 11:21,0,0
2019/10/11 11:22,0,2_10_78_104_326,2019/10/11 11:22,0,0
2019/10/11 11:23,0,2_10_78_104_326,2019/10/11 11:23,0,0
2019/10/11 11:24,0,2_10_78_104_326,2019/10/11 11:24,0,0
2019/10/11 11:25,0,2_10_78_104_326,2019/10/11 11:25,0,0
2019/10/11 11:26,0,2_10_78_104_326,2019/10/11 11:26,0,0
2019/10/11 11:27,0,2_10_78_104_326,2019/10/11 11:27,0,0
2019/10/11 11:28,0,2_10_78_104_326,2019/10/11 11:28,0,0
2019/10/11 11:29,0,2_10_78_104_326,2019/10/11 11:29,0,0
2019/10/11 11:30,0,2_10_78_104_324,2019/10/11 11:30,0,0
2019/10/11 11:31,0,2_10_78_104_324,2019/10/11 11:31,0,0
2019/10/11 11:32,0,2_10_78_104_324,2019/10/11 11:32,0,0
2019/10/11 11:33,0,2_10_78_104_324,2019/10/11 11:33,0,0
2019/10/11 11:34,0,2_10_78_104_324,2019/10/11 11:34,0,0
2019/10/11 11:35,0,2_10_78_104_324,2019/10/11 11:35,0,0
2019/10/11 11:36,0,2_10_78_104_324,2019/10/11 11:36,0,0
2019/10/11 11:37,0,2_10_78_104_324,2019/10/11 11:37,0,0
2019/10/11 11:38,0,2_10_78_104_324,2019/10/11 11:38,0,0
2019/10/11 11:39,0,2_10_78_104_324,2019/10/11 11:39,0,0
2019/10/11 11:40,0,2_10_78_104_324,2019/10/11 11:40,0,0
2019/10/11 11:41,0,2_10_78_104_324,2019/10/11 11:41,0,0
2019/10/11 11:42,0,2_10_78_104_324,2019/10/11 11:42,0,0
2019/10/11 11:43,0,2_10_78_104_324,2019/10/11 11:43,0,0
2019/10/11 11:44,0,2_10_78_104_324,2019/10/11 11:44,0,0
2019/10/11 11:45,0,2_10_78_104_297,2019/10/11 11:45,0,0
2019/10/11 11:46,0,2_10_78_104_297,2019/10/11 11:46,0,0
2019/10/11 11:47,0,2_10_78_104_297,2019/10/11 11:47,0,0
2019/10/11 11:48,0,2_10_78_104_297,2019/10/11 11:48,0,0
2019/10/11 11:49,0,2_10_78_104_297,2019/10/11 11:49,0,0
2019/10/11 11:50,0,2_10_78_104_297,2019/10/11 11:50,0,0
2019/10/11 11:51,0,2_10_78_104_297,2019/10/11 11:51,0,0
2019/10/11 11:52,0,2_10_78_104_297,2019/10/11 11:52,0,0
2019/10/11 11:53,0,2_10_78_104_297,2019/10/11 11:53,0,0
2019/10/11 11:54,0,2_10_78_104_297,2019/10/11 11:54,0,0
2019/10/11 11:55,0,2_10_78_104_297,2019/10/11 11:55,0,0
2019/10/11 11:56,0,2_10_78_104_297,2019/10/11 11:56,0,0
2019/10/11 11:57,0,2_10_78_104_297,2019/10/11 11:57,0,0
2019/10/11 11:58,0,2_10_78_104_297,2019/10/11 11:58,0,0
2019/10/11 11:59,0,2_10_78_104_297,2019/10/11 11:59,0,0
2019/10/11 12:00,0,2_10_76_100_197,2019/10/11 12:00,0,0
2019/10/11 12:01,0,2_10_76_100_197,2019/10/11 12:01,0,0
2019/10/11 12:02,0,2_10_76_100_197,2019/10/11 12:02,0,0
2019/10/11 12:03,0,2_10_76_100_197,2019/10/11 12:03,0,0
2019/10/11 12:04,0,2_10_76_100_197,2019/10/11 12:04,0,0
2019/10/11 12:05,0,2_10_76_100_199,2019/10/11 12:05,0,0
2019/10/11 12:06,0,2_10_76_100_199,2019/10/11 12:06,0,0
2019/10/11 12:07,0,2_10_76_100_199,2019/10/11 12:07,0,0
2019/10/11 12:08,0,2_10_76_100_199,2019/10/11 12:08,0,0
2019/10/11 12:09,0,2_10_76_100_199,2019/10/11 12:09,0,0
2019/10/11 12:10,0,2_10_76_100_197,2019/10/11 12:10,0,0
2019/10/11 12:11,0,2_10_76_100_197,2019/10/11 12:11,0,0
2019/10/11 12:12,0,2_10_76_100_197,2019/10/11 12:12,0,0
2019/10/11 12:13,0,2_10_76_100_197,2019/10/11 12:13,0,0
2019/10/11 12:14,0,2_10_76_100_197,2019/10/11 12:14,0,0
2019/10/11 12:15,0,2_10_76_100_197,2019/10/11 12:15,0,0
2019/10/11 12:16,0,2_10_76_100_197,2019/10/11 12:16,0,0
2019/10/11 12:17,0,2_10_76_100_197,2019/10/11 12:17,0,0
2019/10/11 12:18,0,2_10_76_100_197,2019/10/11 12:18,0,0
2019/10/11 12:19,0,2_10_76_100_197,2019/10/11 12:19,0,0
2019/10/11 12:20,0,2_10_76_100_197,2019/10/11 12:20,0,0
2019/10/11 12:21,0,2_10_76_100_197,2019/10/11 12:21,0,0
2019/10/11 12:22,0,2_10_76_100_197,2019/10/11 12:22,0,0
