No.,NAME1,NAME2,ASI1,ASI2,Price,TYPE,THRETHOLD,NUMBER,KAIRI,CODE,HMODE,SUBSETTING,階層,出力指標,出力対象,,,2019/11/27条件名変換で使用
234,SU049,,1,1,1,PredictOre0,60,33,,TG012|Aa012,,,2,1|2,1,,,FALSE
