No.,NAME1,NAME2,ASI1,ASI2,Price,TYPE,THRETHOLD,NUMBER,KAIRI,CODE,HMODE,SUBSETTING,階層,出力指標,出力対象,,,2019/11/27条件名変換で使用
1434,SU081,SU087,1,1,1,JisseiTraceSabun,,42,,UC044|UD044|UE044|UF044|UG044|UH044|UI044|UJ044|UK044|UL044|Ag044|Ah044|Ai044|Aj044|Ak044|Bm044,,,2,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16,1,,,FALSE
