No.,NAME1,NAME2,ASI1,ASI2,Price,TYPE,THRETHOLD,NUMBER,KAIRI,CODE,HMODE,SUBSETTING,階層,出力指標,出力対象,,,2019/11/27条件名変換で使用
232,SU025,,1,1,1,PredictOre0,30,33,,TG010|Aa010,,,2,1|2,1,,,TRUE
