No.,NAME1,NAME2,ASI1,ASI2,Price,TYPE,THRETHOLD,NUMBER,KAIRI,CODE,HMODE,SUBSETTING,階層,出力指標,出力対象,,,2019/11/27条件名変換で使用
662,SU033,,1,1,1,JisseiTraceSabun3,10,50,,VS011|VO011|VQ011|VR011,,MINI,2,5|7|8|16,1,,,TRUE
