No.,NAME1,NAME2,ASI1,ASI2,Price,TYPE,THRETHOLD,NUMBER,KAIRI,CODE,HMODE,SUBSETTING,階層,出力指標,出力対象,,,2019/11/27条件名変換で使用
79,CA023,,1,1,1,HeOsUD,0,22,CA023_CA031_CA041_CA051,SU021|SU022,UD,,1,1|2,1,,,TRUE
