No.,NAME1,NAME2,ASI1,ASI2,Price,TYPE,THRETHOLD,NUMBER,KAIRI,CODE,HMODE,SUBSETTING,階層,出力指標,出力対象,,,2019/11/27条件名変換で使用
1416,SU021,,1,1,1,JisseiTraceSabun,,41,,TS020|TT020|TU020|TV020|TW020|TX020|TY020|TZ020|UA020|UB020|Ab020|Ac020|Ad020|Ae020|Af020|Bl020,,,2,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16,1,,,FALSE
