No.,NAME1,NAME2,ASI1,ASI2,Price,TYPE,THRETHOLD,NUMBER,KAIRI,CODE,HMODE,SUBSETTING,階層,出力指標,出力対象,,,2019/11/27条件名変換で使用
705,SU073,SU075,1,1,1,JisseiTraceSabun3,0,51,,UZ123|VA123|VB123|VC123|VD123|VE123|VF123|VG123|VH123|VI123|Ax123|Ay123|Az123|Ba123|Bb123|Bc123|Bd123|Be123|Bf123|Bg123|Bh123|Bi123|Bj123|Bq123|Br123|Bs123,,,2,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26,1,,,FALSE
