No.,NAME1,NAME2,ASI1,ASI2,Price,TYPE,THRETHOLD,NUMBER,KAIRI,CODE,HMODE,SUBSETTING,階層,出力指標,出力対象,,,2019/11/27条件名変換で使用
325,CA116,0,1,1,1,HeOsUD,0,22,CA116_CA123_CA130_CA137,SU035|SU036,UD,,1,1|2,1,,,TRUE
