No.,NAME1,NAME2,ASI1,ASI2,Price,TYPE,THRETHOLD,NUMBER,KAIRI,CODE,HMODE,SUBSETTING,階層,出力指標,出力対象,,,2019/11/27条件名変換で使用
1417,SU025,,1,1,1,JisseiTraceSabun,,41,,TS021|TT021|TU021|TV021|TW021|TX021|TY021|TZ021|UA021|UB021|Ab021|Ac021|Ad021|Ae021|Af021|Bl021,,,2,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16,1,,,FALSE
