No.,NAME1,NAME2,ASI1,ASI2,Price,TYPE,THRETHOLD,NUMBER,KAIRI,CODE,HMODE,SUBSETTING,階層,出力指標,出力対象,,,2019/11/27条件名変換で使用
1414,CA111,0,1,1,1,Ratio,0,1,CA111_CA118_CA125_CA132,SA017,UD,,1,1,1,,,FALSE
