No.,NAME1,NAME2,ASI1,ASI2,Price,TYPE,THRETHOLD,NUMBER,KAIRI,CODE,HMODE,SUBSETTING,階層,出力指標,出力対象,,,2019/11/27条件名変換で使用
1415,SU003,,1,1,1,JisseiTraceSabun,,41,,TS019|TT019|TU019|TV019|TW019|TX019|TY019|TZ019|UA019|UB019|Ab019|Ac019|Ad019|Ae019|Af019|Bl019,,,2,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16,1,,,FALSE
