No.,NAME1,NAME2,ASI1,ASI2,Price,TYPE,THRETHOLD,NUMBER,KAIRI,CODE,HMODE,SUBSETTING,階層,出力指標,出力対象,,,2019/11/27条件名変換で使用
236,SU029,,1,1,1,PredictOre0,180,33,,TG014|Aa014,,,2,1|2,1,,,TRUE
