No.,NAME1,NAME2,ASI1,ASI2,Price,TYPE,THRETHOLD,NUMBER,KAIRI,CODE,HMODE,SUBSETTING,階層,出力指標,出力対象,,,2019/11/27条件名変換で使用
349,SU043,,1,1,1,JisseiTraceSabun,90,41,,TS006|TT006|TU006|TV006|TW006|TX006|TY006|TZ006|UA006|UB006|Ab006|Ac006|Ad006|Ae006|Af006|Bl006,,,2,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16,1,,,FALSE
