No.,NAME1,NAME2,ASI1,ASI2,Price,TYPE,THRETHOLD,NUMBER,KAIRI,CODE,HMODE,SUBSETTING,階層,出力指標,出力対象,,,2019/11/27条件名変換で使用
1435,SU087,SU091,1,1,1,JisseiTraceSabun,,42,,UC045|UD045|UE045|UF045|UG045|UH045|UI045|UJ045|UK045|UL045|Ag045|Ah045|Ai045|Aj045|Ak045|Bm045,,,2,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16,1,,,FALSE
