No.,NAME1,NAME2,ASI1,ASI2,Price,TYPE,THRETHOLD,NUMBER,KAIRI,CODE,HMODE,SUBSETTING,階層,出力指標,出力対象,,,2019/11/27条件名変換で使用
687,SU067,SU075,1,1,1,JisseiTraceSabun3,0,51,,UZ105|VA105|VB105|VC105|VD105|VE105|VF105|VG105|VH105|VI105|Ax105|Ay105|Az105|Ba105|Bb105|Bc105|Bd105|Be105|Bf105|Bg105|Bh105|Bi105|Bj105|Bq105|Br105|Bs105,,,2,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26,1,,,FALSE
