No.,NAME1,NAME2,ASI1,ASI2,Price,TYPE,THRETHOLD,NUMBER,KAIRI,CODE,HMODE,SUBSETTING,階層,出力指標,出力対象,,,2019/11/27条件名変換で使用
354,SU045,,1,1,1,JisseiTraceSabun,180,41,,TS017|TT017|TU017|TV017|TW017|TX017|TY017|TZ017|UA017|UB017|Ab017|Ac017|Ad017|Ae017|Af017|Bl017,,MINI,2,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16,1,,,TRUE
