No.,NAME1,NAME2,ASI1,ASI2,Price,TYPE,THRETHOLD,NUMBER,KAIRI,CODE,HMODE,SUBSETTING,階層,出力指標,出力対象,,,2019/11/27条件名変換で使用
690,SU003,SU021,1,1,1,JisseiTraceSabun3,0,51,,UZ108|VA108|VB108|VC108|VD108|VE108|VF108|VG108|VH108|VI108|Ax108|Ay108|Az108|Ba108|Bb108|Bc108|Bd108|Be108|Bf108|Bg108|Bh108|Bi108|Bj108|Bq108|Br108|Bs108,,,2,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26,1,,,FALSE
