No.,NAME1,NAME2,ASI1,ASI2,Price,TYPE,THRETHOLD,NUMBER,KAIRI,CODE,HMODE,SUBSETTING,階層,出力指標,出力対象,,,2019/11/27条件名変換で使用
334,SU037,,1,1,1,JisseiTraceSabun,30,39,,TN003|TO003|TM003,,,2,1|2|14,1,,,FALSE
