No.,NAME1,NAME2,ASI1,ASI2,Price,TYPE,THRETHOLD,NUMBER,KAIRI,CODE,HMODE,SUBSETTING,階層,出力指標,出力対象,,,2019/11/27条件名変換で使用
348,SU037,,1,1,1,JisseiTraceSabun,30,41,,TS003|TT003|TU003|TV003|TW003|TX003|TY003|TZ003|UA003|UB003|Ab003|Ac003|Ad003|Ae003|Af003|Bl003,,,2,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16,1,,,FALSE
