No.,NAME1,NAME2,ASI1,ASI2,Price,TYPE,THRETHOLD,NUMBER,KAIRI,CODE,HMODE,SUBSETTING,階層,出力指標,出力対象,,,2019/11/27条件名変換で使用
197,CA059,,1,1,1,HeOsUD,0,22,CA059_CA072_CA085_CA098,SU029|SU030,UD,,1,1|2,1,,,TRUE
