No.,NAME1,NAME2,ASI1,ASI2,Price,TYPE,THRETHOLD,NUMBER,KAIRI,CODE,HMODE,SUBSETTING,階層,出力指標,出力対象,,,2019/11/27条件名変換で使用
231,SU021,,1,1,1,PredictOre0,15,33,,TG009|Aa009,,,2,1|2,1,,,TRUE
