No.,NAME1,NAME2,ASI1,ASI2,Price,TYPE,THRETHOLD,NUMBER,KAIRI,CODE,HMODE,SUBSETTING,階層,出力指標,出力対象,,,2019/11/27条件名変換で使用
1130,CA111,CA111,1,0,1,OSum,0,12,SU045_SU046,SL027,HCODE,NORMAL,2,1,1,,,TRUE
