No.,NAME1,NAME2,ASI1,ASI2,Price,TYPE,THRETHOLD,NUMBER,KAIRI,CODE,HMODE,SUBSETTING,階層,出力指標,出力対象,,,2019/11/27条件名変換で使用
660,SU045,,1,1,1,JisseiTraceSabun3,180,50,,VS007|VO007|VQ007|VR007,,,2,5|7|8|16,1,,,TRUE
