No.,NAME1,NAME2,ASI1,ASI2,Price,TYPE,THRETHOLD,NUMBER,KAIRI,CODE,HMODE,SUBSETTING,階層,出力指標,出力対象,,,2019/11/27条件名変換で使用
798,SU033,,1,1,1,JisseiTraceSabun3,10,52,,WI001|WK001,,,2,7|8,1,,,TRUE
