No.,NAME1,NAME2,ASI1,ASI2,Price,TYPE,THRETHOLD,NUMBER,KAIRI,CODE,HMODE,SUBSETTING,階層,出力指標,出力対象,,,2019/11/27条件名変換で使用
1123,CA139,CA139,1,0,1,OSum,0,12,SU067_SU068,SL028,HCODE,NORMAL,2,1,1,,,FALSE
