No.,NAME1,NAME2,ASI1,ASI2,Price,TYPE,THRETHOLD,NUMBER,KAIRI,CODE,HMODE,SUBSETTING,階層,出力指標,出力対象,,,2019/11/27条件名変換で使用
375,SU077|SU081,SU081|SU087,1,1,1,PredictSoroiSabun,0,43,,UM006,,,2,1,1,,,FALSE
