No.,NAME1,NAME2,ASI1,ASI2,Price,TYPE,THRETHOLD,NUMBER,KAIRI,CODE,HMODE,SUBSETTING,階層,出力指標,出力対象,,,2019/11/27条件名変換で使用
1468,SU077,,1,1,1,JisseiTraceSabun3,,50,,UP067|UQ067|UR067|US067|UT067|UU067|UV067|UW067|UX067|UY067|Al067|Am067|An067|Ao067|Ap067|Aq067|Ar067|As067|At067|Au067|Av067|Aw067|Bk067|Bn067|Bo067|Bp067,,,2,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26,1,,,FALSE
