No.,NAME1,NAME2,ASI1,ASI2,Price,TYPE,THRETHOLD,NUMBER,KAIRI,CODE,HMODE,SUBSETTING,階層,出力指標,出力対象,,,2019/11/27条件名変換で使用
1427,SU021,SU025,1,1,1,JisseiTraceSabun,,42,,UC038|UD038|UE038|UF038|UG038|UH038|UI038|UJ038|UK038|UL038|Ag038|Ah038|Ai038|Aj038|Ak038|Bm038,,,2,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16,1,,,FALSE
