No.,NAME1,NAME2,ASI1,ASI2,Price,TYPE,THRETHOLD,NUMBER,KAIRI,CODE,HMODE,SUBSETTING,階層,出力指標,出力対象,,,2019/11/27条件名変換で使用
709,SU075,SU029,1,1,1,JisseiTraceSabun3,0,51,,UZ127|VA127|VB127|VC127|VD127|VE127|VF127|VG127|VH127|VI127|Ax127|Ay127|Az127|Ba127|Bb127|Bc127|Bd127|Be127|Bf127|Bg127|Bh127|Bi127|Bj127|Bq127|Br127|Bs127,,,2,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26,1,,,FALSE
