No.,NAME1,NAME2,ASI1,ASI2,Price,TYPE,THRETHOLD,NUMBER,KAIRI,CODE,HMODE,SUBSETTING,階層,出力指標,出力対象,,,2019/11/27条件名変換で使用
1438,SU083,,1,1,1,JisseiTraceSabun3,7,50,,UP061|UQ061|UR061|US061|UT061|UU061|UV061|UW061|UX061|UY061|Al061|Am061|An061|Ao061|Ap061|Aq061|Ar061|As061|At061|Au061|Av061|Aw061|Bk061|Bn061|Bo061|Bp061,,MINI,2,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26,1,,,FALSE
