No.,NAME1,NAME2,ASI1,ASI2,Price,TYPE,THRETHOLD,NUMBER,KAIRI,CODE,HMODE,SUBSETTING,階層,出力指標,出力対象,,,2019/11/27条件名変換で使用
1401,SU003,SU089,1,1,1,JisseiTraceSabun3,0,51,,UZ215|VA215|VB215|VC215|VD215|VE215|VF215|VG215|VH215|VI215|Ax215|Ay215|Az215|Ba215|Bb215|Bc215|Bd215|Be215|Bf215|Bg215|Bh215|Bi215|Bj215|Bq215|Br215|Bs215,,,2,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26,1,,,FALSE
