No.,NAME1,NAME2,ASI1,ASI2,Price,TYPE,THRETHOLD,NUMBER,KAIRI,CODE,HMODE,SUBSETTING,階層,出力指標,出力対象,,,2019/11/27条件名変換で使用
69,RA001,,1,1,1,HeOsUD,0,22,RA001_RA002_RA003_RA004,SU011|SU012,UD,,1,1|2,1,,,TRUE
