No.,NAME1,NAME2,ASI1,ASI2,Price,TYPE,THRETHOLD,NUMBER,KAIRI,CODE,HMODE,SUBSETTING,階層,出力指標,出力対象,,,2019/11/27条件名変換で使用
88,SV003,SV025,1,1,1,Minus,0,26,,SZ003,,,2,1,1,,,FALSE
