Time,,
2019/10/07,1,CO-2-16330-M5-09_Common-UJ-,,,
2019/10/07 1:00:00,2,CO-2-16330-M5-09_Common-UJ-,,,
2019/10/07 2:00:00,3,CO-2-16330-M5-09_Common-UJ-,,,
2019/10/07 3:00:00,4,CO-2-16330-M5-09_Common-UJ-,,,
2019/10/07 4:00:00,5,CO-2-16330-M5-09_Common-UJ-,,,
2019/10/07 5:00:00,6,CO-2-16330-M5-09_Common-UJ-,,,
2019/10/07 6:00:00,7,CO-2-16330-M5-09_Common-UJ-,,,
2019/10/07 7:00:00,8,CO-2-16330-M5-09_Common-UJ-,,,
2019/10/07 8:00:00,9,CO-2-16330-M5-09_Common-UJ-,,,
2019/10/07 9:00:00,10,CO-2-16330-M5-09_Common-UJ-,,,
2019/10/07 10:00:00,11,CO-2-16330-M5-09_Common-UJ-,,,
2019/10/07 11:00:00,12,CO-2-16330-M5-09_Common-UJ-,,,
2019/10/07 12:00:00,13,CO-2-16330-M5-09_Common-UJ-,,,
2019/10/07 13:00:00,14,CO-2-16330-M5-09_Common-UJ-,,,
2019/10/07 14:00:00,15,CO-2-16330-M5-09_Common-UJ-,,,
2019/10/07 15:00:00,16,CO-2-16330-M5-09_Common-UJ-,,,
2019/10/07 16:00:00,17,CO-2-16330-M5-09_Common-UJ-,,,
2019/10/07 17:00:00,18,CO-2-16330-M5-09_Common-UJ-,,,
2019/10/07 18:00:00,19,CO-2-16330-M5-09_Common-UJ-,,,
2019/10/07 19:00:00,20,CO-2-16330-M5-09_Common-UJ-,,,
2019/10/07 20:00:00,21,CO-2-16330-M5-09_Common-UJ-,,,
2019/10/07 21:00:00,22,CO-2-16330-M5-09_Common-UJ-,,,
2019/10/07 22:00:00,23,CO-2-16330-M5-09_Common-UJ-,,,
2019/10/07 23:00:00,24,CO-2-16330-M5-09_Common-UJ-,,,
