Time,,
2019/10/08,1441,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:01:00,1442,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:02:00,1443,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:03:00,1444,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:04:00,1445,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:05:00,1446,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:06:00,1447,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:07:00,1448,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:08:00,1449,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:09:00,1450,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:10:00,1451,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:11:00,1452,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:12:00,1453,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:13:00,1454,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:14:00,1455,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:15:00,1456,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:16:00,1457,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:17:00,1458,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:18:00,1459,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:19:00,1460,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:20:00,1461,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:21:00,1462,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:22:00,1463,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:23:00,1464,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:24:00,1465,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:25:00,1466,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:26:00,1467,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:27:00,1468,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:28:00,1469,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:29:00,1470,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:30:00,1471,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:31:00,1472,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:32:00,1473,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:33:00,1474,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:34:00,1475,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:35:00,1476,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:36:00,1477,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:37:00,1478,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:38:00,1479,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:39:00,1480,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:40:00,1481,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:41:00,1482,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:42:00,1483,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:43:00,1484,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:44:00,1485,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:45:00,1486,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:46:00,1487,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:47:00,1488,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:48:00,1489,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:49:00,1490,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:50:00,1491,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:51:00,1492,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:52:00,1493,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:53:00,1494,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:54:00,1495,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:55:00,1496,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:56:00,1497,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:57:00,1498,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:58:00,1499,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 0:59:00,1500,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:00:00,1501,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:01:00,1502,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:02:00,1503,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:03:00,1504,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:04:00,1505,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:05:00,1506,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:06:00,1507,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:07:00,1508,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:08:00,1509,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:09:00,1510,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:10:00,1511,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:11:00,1512,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:12:00,1513,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:13:00,1514,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:14:00,1515,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:15:00,1516,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:16:00,1517,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:17:00,1518,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:18:00,1519,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:19:00,1520,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:20:00,1521,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:21:00,1522,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:22:00,1523,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:23:00,1524,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:24:00,1525,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:25:00,1526,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:26:00,1527,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:27:00,1528,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:28:00,1529,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:29:00,1530,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:30:00,1531,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:31:00,1532,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:32:00,1533,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:33:00,1534,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:34:00,1535,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:35:00,1536,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:36:00,1537,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:37:00,1538,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:38:00,1539,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:39:00,1540,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:40:00,1541,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:41:00,1542,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:42:00,1543,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:43:00,1544,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:44:00,1545,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:45:00,1546,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:46:00,1547,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:47:00,1548,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:48:00,1549,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:49:00,1550,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:50:00,1551,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:51:00,1552,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:52:00,1553,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:53:00,1554,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:54:00,1555,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:55:00,1556,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:56:00,1557,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:57:00,1558,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:58:00,1559,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 1:59:00,1560,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 2:00:00,1561,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 2:01:00,1562,CO-2-16330-M1-09_Common-UJ-,,,
2019/10/08 2:02:00,1563,CO-2-16330-M1-09_Common-UJ-,,,
